1.42107053   0.95710337   1.08837213   1.09276518   1.09225688   108.49583790   107.35752956   111.48199828   111.86096791   155.00000000   274.44087087   396.72012539   275.38699875
1.42084332   0.95723747   1.08826259   1.09285182   1.09236366   108.46827747   107.25472201   111.55714102   111.86084735   157.50000000   276.87887565   399.24600987   277.87496184
1.42063183   0.95736334   1.08816329   1.09292756   1.09246452   108.44280724   107.16098231   111.62273583   111.86218635   160.00000000   279.30908850   401.75560062   280.35489637
1.42042851   0.95748047   1.08807710   1.09299453   1.09256193   108.41889012   107.07866057   111.67910221   111.86507823   162.50000000   281.73288864   404.24901540   282.82730134
1.42025060   0.95758499   1.08800005   1.09305002   1.09264928   108.39773580   107.00600283   111.72672027   111.86862623   165.00000000   284.15131518   406.72879040   285.29336853
1.42010267   0.95767658   1.08793476   1.09309144   1.09272631   108.37931084   106.94420161   111.76595922   111.87159094   167.50000000   286.56659106   409.19502025   287.75387044
1.41997940   0.95775438   1.08788121   1.09312349   1.09279438   108.36310046   106.89307861   111.79788549   111.87519121   170.00000000   288.97843783   411.64911319   290.20918367
1.41988295   0.95781554   1.08783875   1.09314357   1.09285148   108.35087364   106.85303633   111.82363058   111.87614204   172.50000000   291.38944760   414.09285615   292.66076792
1.41980788   0.95785997   1.08780874   1.09315361   1.09289949   108.34199908   106.82445831   111.84318476   111.87633815   175.00000000   293.80059118   416.52788905   295.10949341
1.41976061   0.95788710   1.08779084   1.09315238   1.09293680   108.33659247   106.80732943   111.85742339   111.87415134   177.50000000   296.21351497   418.95527649   297.55626382
1.41974243   0.95789655   1.08778494   1.09313982   1.09296293   108.33468877   106.80170101   111.86704909   111.86883866   180.00000000   298.62968583   421.37645329   300.00204637
1.41975366   0.95788821   1.08779105   1.09311604   1.09297761   108.33630557   106.80759429   111.87279074   111.85966478   182.50000000   301.05059878   423.79289949   302.44783276
1.41979415   0.95786218   1.08780917   1.09308126   1.09298072   108.34142105   106.82498619   111.87537323   111.84589720   185.00000000   303.47772814   426.20609302   304.89460705
1.41986332   0.95781885   1.08783926   1.09303577   1.09297219   108.34996952   106.85380982   111.87551293   111.82680571   187.50000000   305.91254518   428.61751644   307.34335387
1.41996018   0.95775885   1.08788127   1.09297998   1.09295206   108.36184023   106.89395475   111.87390367   111.80167744   190.00000000   308.35648330   431.02863024   309.79503785
1.42008331   0.95768305   1.08793511   1.09291438   1.09292043   108.37687853   106.94527239   111.87124726   111.76979134   192.50000000   310.81097977   433.44085947   312.25061308
1.42022836   0.95759324   1.08800292   1.09284113   1.09287711   108.39439216   107.00860244   111.86763589   111.73116192   195.00000000   313.27844682   435.85558462   314.71134382
